text_cleaned,text_tokens,text_stemmed,text_lemmatized,text_removal,text_bigrams,text_trigrams
hh,['hh'],['hh'],['hh'],['hh'],,
katanya hacker kelas dunia udah ditangkap tapi cctv indomaret masih buremhebat banget bisa nangkep padahal cari berkas korupsi aja nyari di laci aneh bjorka you cant arrest wifi bro p4mer1ntah challenge accepted,"['katanya', 'hacker', 'kelas', 'dunia', 'udah', 'ditangkap', 'tapi', 'cctv', 'indomaret', 'masih', 'buremhebat', 'banget', 'bisa', 'nangkep', 'padahal', 'cari', 'berkas', 'korupsi', 'aja', 'nyari', 'di', 'laci', 'aneh', 'bjorka', 'you', 'cant', 'arrest', 'wifi', 'bro', 'p4mer1ntah', 'challenge', 'accepted']","['katanya', 'hacker', 'kela', 'dunia', 'udah', 'ditangkap', 'tapi', 'cctv', 'indomaret', 'masih', 'buremhebat', 'banget', 'bisa', 'nangkep', 'padah', 'cari', 'berka', 'korupsi', 'aja', 'nyari', 'di', 'laci', 'aneh', 'bjorka', 'you', 'cant', 'arrest', 'wifi', 'bro', 'p4mer1ntah', 'challeng', 'accept']","['katanya', 'hacker', 'kela', 'dunia', 'udah', 'ditangkap', 'tapi', 'cctv', 'indomaret', 'masih', 'buremhebat', 'banget', 'bisa', 'nangkep', 'padah', 'cari', 'berka', 'korupsi', 'aja', 'nyari', 'di', 'laci', 'aneh', 'bjorka', 'you', 'cant', 'arrest', 'wifi', 'bro', 'p4mer1ntah', 'challeng', 'accept']","['hacker', 'kela', 'dunia', 'udah', 'ditangkap', 'cctv', 'indomaret', 'buremhebat', 'banget', 'nangkep', 'hacker', 'padah', 'cari', 'berka', 'korupsi', 'aja', 'nyari', 'laci', 'aneh', 'bjorka', 'you', 'cant', 'arrest', 'wifi', 'bro', 'p4mer1ntah', 'challeng', 'accept']",katanya_hacker hacker_kelas kelas_dunia dunia_udah udah_ditangkap ditangkap_tapi tapi_cctv cctv_indomaret indomaret_masih masih_buremhebat buremhebat_banget banget_bisa bisa_nangkep nangkep_padahal padahal_cari cari_berkas berkas_korupsi korupsi_aja aja_nyari nyari_di di_laci laci_aneh aneh_bjorka bjorka_you you_cant cant_arrest arrest_wifi wifi_bro bro_p4mer1ntah p4mer1ntah_challenge challenge_accepted,katanya_hacker_kelas hacker_kelas_dunia kelas_dunia_udah dunia_udah_ditangkap udah_ditangkap_tapi ditangkap_tapi_cctv tapi_cctv_indomaret cctv_indomaret_masih indomaret_masih_buremhebat masih_buremhebat_banget buremhebat_banget_bisa banget_bisa_nangkep bisa_nangkep_padahal nangkep_padahal_cari padahal_cari_berkas cari_berkas_korupsi berkas_korupsi_aja korupsi_aja_nyari aja_nyari_di nyari_di_laci di_laci_aneh laci_aneh_bjorka aneh_bjorka_you bjorka_you_cant you_cant_arrest cant_arrest_wifi arrest_wifi_bro wifi_bro_p4mer1ntah bro_p4mer1ntah_challenge p4mer1ntah_challenge_accepted
ponakan saya kena tipu main game tranferan sampe 10 juta,"['ponakan', 'saya', 'kena', 'tipu', 'main', 'game', 'tranferan', 'sampe', '10', 'juta']","['ponakan', 'saya', 'kena', 'tipu', 'main', 'game', 'tranferan', 'samp', '10', 'juta']","['ponakan', 'saya', 'kena', 'tipu', 'main', 'game', 'tranferan', 'samp', '10', 'juta']","['ponakan', 'kena', 'tipu', 'main', 'game', 'tranferan', 'samp', '10', 'juta']",ponakan_saya saya_kena kena_tipu tipu_main main_game game_tranferan tranferan_sampe sampe_10 10_juta,ponakan_saya_kena saya_kena_tipu kena_tipu_main tipu_main_game main_game_tranferan game_tranferan_sampe tranferan_sampe_10 sampe_10_juta
terangggse terang lampu philip,"['terangggse', 'terang', 'lampu', 'philip']","['terangggs', 'terang', 'lampu', 'philip']","['terangggs', 'terang', 'lampu', 'philip']","['terangggs', 'terang', 'lampu', 'philip']",terangggse_terang terang_lampu lampu_philip,terangggse_terang_lampu terang_lampu_philip
rakyat sudah tahu broyg di tangkap itu bukan bjorkapolisi aja yg begobikin tertawaan,"['rakyat', 'sudah', 'tahu', 'broyg', 'di', 'tangkap', 'itu', 'bukan', 'bjorkapolisi', 'aja', 'yg', 'begobikin', 'tertawaan']","['rakyat', 'sudah', 'tahu', 'broyg', 'di', 'tangkap', 'itu', 'bukan', 'bjorkapolisi', 'aja', 'yg', 'begobikin', 'tertawaan']","['rakyat', 'sudah', 'tahu', 'broyg', 'di', 'tangkap', 'itu', 'bukan', 'bjorkapolisi', 'aja', 'yg', 'begobikin', 'tertawaan']","['rakyat', 'broyg', 'tangkap', 'bjorkapolisi', 'aja', 'yg', 'begobikin', 'tertawaan']",rakyat_sudah sudah_tahu tahu_broyg broyg_di di_tangkap tangkap_itu itu_bukan bukan_bjorkapolisi bjorkapolisi_aja aja_yg yg_begobikin begobikin_tertawaan,rakyat_sudah_tahu sudah_tahu_broyg tahu_broyg_di broyg_di_tangkap di_tangkap_itu tangkap_itu_bukan itu_bukan_bjorkapolisi bukan_bjorkapolisi_aja bjorkapolisi_aja_yg aja_yg_begobikin yg_begobikin_tertawaan
bjorka ke polisi gua kira udah berkembang ternyata masih bego,"['bjorka', 'ke', 'polisi', 'gua', 'kira', 'udah', 'berkembang', 'ternyata', 'masih', 'bego']","['bjorka', 'ke', 'polisi', 'gua', 'kira', 'udah', 'berkembang', 'ternyata', 'masih', 'bego']","['bjorka', 'ke', 'polisi', 'gua', 'kira', 'udah', 'berkembang', 'ternyata', 'masih', 'bego']","['bjorka', 'polisi', 'gua', 'udah', 'berkembang', 'bego']",bjorka_ke ke_polisi polisi_gua gua_kira kira_udah udah_berkembang berkembang_ternyata ternyata_masih masih_bego,bjorka_ke_polisi ke_polisi_gua polisi_gua_kira gua_kira_udah kira_udah_berkembang udah_berkembang_ternyata berkembang_ternyata_masih ternyata_masih_bego
nan,[],[],[],[],,
wahahahaha indonesia butuh artis aja yg pinter anu hahahaha,"['wahahahaha', 'indonesia', 'butuh', 'artis', 'aja', 'yg', 'pinter', 'anu', 'hahahaha']","['wahahahaha', 'indonesia', 'butuh', 'arti', 'aja', 'yg', 'pinter', 'anu', 'hahahaha']","['wahahahaha', 'indonesia', 'butuh', 'arti', 'aja', 'yg', 'pinter', 'anu', 'hahahaha']","['wahahahaha', 'indonesia', 'butuh', 'arti', 'aja', 'yg', 'pinter', 'anu', 'hahahaha']",wahahahaha_indonesia indonesia_butuh butuh_artis artis_aja aja_yg yg_pinter pinter_anu anu_hahahaha,wahahahaha_indonesia_butuh indonesia_butuh_artis butuh_artis_aja artis_aja_yg aja_yg_pinter yg_pinter_anu pinter_anu_hahahaha
yg di tangkap bjirka,"['yg', 'di', 'tangkap', 'bjirka']","['yg', 'di', 'tangkap', 'bjirka']","['yg', 'di', 'tangkap', 'bjirka']","['yg', 'tangkap', 'bjirka']",yg_di di_tangkap tangkap_bjirka,yg_di_tangkap di_tangkap_bjirka
hahahaha polisi,"['hahahaha', 'polisi']","['hahahaha', 'polisi']","['hahahaha', 'polisi']","['hahahaha', 'polisi']",hahahaha_polisi,
1753 selama ini nggak ada prestasi kali ya butuh prestasinya memalukan semua mau perubahan malah tambah,"['1753', 'selama', 'ini', 'nggak', 'ada', 'prestasi', 'kali', 'ya', 'butuh', 'prestasinya', 'memalukan', 'semua', 'mau', 'perubahan', 'malah', 'tambah', 'memalukan']","['1753', 'selama', 'ini', 'nggak', 'ada', 'prestasi', 'kali', 'ya', 'butuh', 'prestasinya', 'memalukan', 'semua', 'mau', 'perubahan', 'malah', 'tambah', 'memalukan']","['1753', 'selama', 'ini', 'nggak', 'ada', 'prestasi', 'kali', 'ya', 'butuh', 'prestasinya', 'memalukan', 'semua', 'mau', 'perubahan', 'malah', 'tambah', 'memalukan']","['1753', 'nggak', 'prestasi', 'kali', 'ya', 'butuh', 'prestasinya', 'memalukan', 'perubahan', 'memalukan']",1753_selama selama_ini ini_nggak nggak_ada ada_prestasi prestasi_kali kali_ya ya_butuh butuh_prestasinya prestasinya_memalukan memalukan_semua semua_mau mau_perubahan perubahan_malah malah_tambah,1753_selama_ini selama_ini_nggak ini_nggak_ada nggak_ada_prestasi ada_prestasi_kali prestasi_kali_ya kali_ya_butuh ya_butuh_prestasinya butuh_prestasinya_memalukan prestasinya_memalukan_semua memalukan_semua_mau semua_mau_perubahan mau_perubahan_malah perubahan_malah_tambah
yang jelas pemerintahan tidak becus mengapresiasi anak muda bangsa bertalenta dan meremehkan polisi cyber crime pun selalu mengawasi berprasangka buruk tanpa apresiasi terhadap mereka intinya seperti peliharaan,"['yang', 'jelas', 'pemerintahan', 'tidak', 'becus', 'mengapresiasi', 'anak', 'muda', 'bangsa', 'yang', 'bertalenta', 'dan', 'meremehkan', 'polisi', 'cyber', 'crime', 'pun', 'selalu', 'mengawasi', 'berprasangka', 'buruk', 'tanpa', 'apresiasi', 'terhadap', 'mereka', 'intinya', 'seperti', 'peliharaan']","['yang', 'jela', 'pemerintahan', 'tidak', 'becu', 'mengapresiasi', 'anak', 'muda', 'bangsa', 'yang', 'bertalenta', 'dan', 'meremehkan', 'polisi', 'cyber', 'crime', 'pun', 'selalu', 'mengawasi', 'berprasangka', 'buruk', 'tanpa', 'apresiasi', 'terhadap', 'mereka', 'intinya', 'seperti', 'peliharaan']","['yang', 'jela', 'pemerintahan', 'tidak', 'becu', 'mengapresiasi', 'anak', 'muda', 'bangsa', 'yang', 'bertalenta', 'dan', 'meremehkan', 'polisi', 'cyber', 'crime', 'pun', 'selalu', 'mengawasi', 'berprasangka', 'buruk', 'tanpa', 'apresiasi', 'terhadap', 'mereka', 'intinya', 'seperti', 'peliharaan']","['jela', 'pemerintahan', 'becu', 'mengapresiasi', 'anak', 'muda', 'bangsa', 'bertalenta', 'meremehkan', 'polisi', 'cyber', 'crime', 'mengawasi', 'berprasangka', 'buruk', 'apresiasi', 'intinya', 'peliharaan']",yang_jelas jelas_pemerintahan pemerintahan_tidak tidak_becus becus_mengapresiasi mengapresiasi_anak anak_muda muda_bangsa bangsa_bertalenta bertalenta_dan dan_meremehkan meremehkan_polisi polisi_cyber cyber_crime crime_pun pun_selalu selalu_mengawasi mengawasi_berprasangka berprasangka_buruk buruk_tanpa tanpa_apresiasi apresiasi_terhadap terhadap_mereka mereka_intinya intinya_seperti seperti_peliharaan,yang_jelas_pemerintahan jelas_pemerintahan_tidak pemerintahan_tidak_becus tidak_becus_mengapresiasi becus_mengapresiasi_anak mengapresiasi_anak_muda anak_muda_bangsa muda_bangsa_bertalenta bangsa_bertalenta_dan bertalenta_dan_meremehkan dan_meremehkan_polisi meremehkan_polisi_cyber polisi_cyber_crime cyber_crime_pun crime_pun_selalu pun_selalu_mengawasi selalu_mengawasi_berprasangka mengawasi_berprasangka_buruk berprasangka_buruk_tanpa buruk_tanpa_apresiasi tanpa_apresiasi_terhadap apresiasi_terhadap_mereka terhadap_mereka_intinya mereka_intinya_seperti intinya_seperti_peliharaan
gua curiga malah bjorka itu orang di pemerintahan,"['gua', 'curiga', 'malah', 'bjorka', 'itu', 'orang', 'di', 'pemerintahan']","['gua', 'curiga', 'malah', 'bjorka', 'itu', 'orang', 'di', 'pemerintahan']","['gua', 'curiga', 'malah', 'bjorka', 'itu', 'orang', 'di', 'pemerintahan']","['gua', 'curiga', 'bjorka', 'orang', 'pemerintahan']",gua_curiga curiga_malah malah_bjorka bjorka_itu itu_orang orang_di di_pemerintahan,gua_curiga_malah curiga_malah_bjorka malah_bjorka_itu bjorka_itu_orang itu_orang_di orang_di_pemerintahan
hahahah tahunan hp saya dibajak biasa ajah sampe baru main sama istri aja kena nasib om gue dipanggil situ dong hahahahaha tapi mbahas halu,"['hahahah', 'tahunan', 'hp', 'saya', 'dibajak', 'biasa', 'ajah', 'sampe', 'baru', 'main', 'sama', 'istri', 'aja', 'kena', 'nasib', 'om', 'gue', 'dipanggil', 'situ', 'dong', 'hahahahaha', 'tapi', 'mbahas', 'halu']","['hahahah', 'tahunan', 'hp', 'saya', 'dibajak', 'biasa', 'ajah', 'samp', 'baru', 'main', 'sama', 'istri', 'aja', 'kena', 'nasib', 'om', 'gue', 'dipanggil', 'situ', 'dong', 'hahahahaha', 'tapi', 'mbaha', 'halu']","['hahahah', 'tahunan', 'hp', 'saya', 'dibajak', 'biasa', 'ajah', 'samp', 'baru', 'main', 'sama', 'istri', 'aja', 'kena', 'nasib', 'om', 'gue', 'dipanggil', 'situ', 'dong', 'hahahahaha', 'tapi', 'mbaha', 'halu']","['hahahah', 'tahunan', 'hp', 'dibajak', 'ajah', 'samp', 'main', 'istri', 'aja', 'kena', 'nasib', 'om', 'gue', 'dipanggil', 'situ', 'hahahahaha', 'mbaha', 'halu']",hahahah_tahunan tahunan_hp hp_saya saya_dibajak dibajak_biasa biasa_ajah ajah_sampe sampe_baru baru_main main_sama sama_istri istri_aja aja_kena kena_nasib nasib_om om_gue gue_dipanggil dipanggil_situ situ_dong dong_hahahahaha hahahahaha_tapi tapi_mbahas mbahas_halu,hahahah_tahunan_hp tahunan_hp_saya hp_saya_dibajak saya_dibajak_biasa dibajak_biasa_ajah biasa_ajah_sampe ajah_sampe_baru sampe_baru_main baru_main_sama main_sama_istri sama_istri_aja istri_aja_kena aja_kena_nasib kena_nasib_om nasib_om_gue om_gue_dipanggil gue_dipanggil_situ dipanggil_situ_dong situ_dong_hahahahaha dong_hahahahaha_tapi hahahahaha_tapi_mbahas tapi_mbahas_halu
lumayan kan proyek penangkapan sudah cair salah tangkap lain hal,"['lumayan', 'kan', 'proyek', 'penangkapan', 'sudah', 'cair', 'salah', 'tangkap', 'lain', 'hal']","['lumayan', 'kan', 'proyek', 'penangkapan', 'sudah', 'cair', 'salah', 'tangkap', 'lain', 'hal']","['lumayan', 'kan', 'proyek', 'penangkapan', 'sudah', 'cair', 'salah', 'tangkap', 'lain', 'hal']","['lumayan', 'proyek', 'penangkapan', 'cair', 'salah', 'tangkap']",lumayan_kan kan_proyek proyek_penangkapan penangkapan_sudah sudah_cair cair_salah salah_tangkap tangkap_lain lain_hal,lumayan_kan_proyek kan_proyek_penangkapan proyek_penangkapan_sudah penangkapan_sudah_cair sudah_cair_salah cair_salah_tangkap salah_tangkap_lain tangkap_lain_hal
butuh validasi,"['butuh', 'validasi']","['butuh', 'validasi']","['butuh', 'validasi']","['butuh', 'validasi']",butuh_validasi,
jng bintang tamu nya yg byorka,"['jng', 'jng', 'bintang', 'tamu', 'nya', 'yg', 'byorka']","['jng', 'jng', 'bintang', 'tamu', 'nya', 'yg', 'byorka']","['jng', 'jng', 'bintang', 'tamu', 'nya', 'yg', 'byorka']","['jng', 'jng', 'bintang', 'tamu', 'nya', 'yg', 'byorka']",jng_bintang bintang_tamu tamu_nya nya_yg yg_byorka,jng_bintang_tamu bintang_tamu_nya tamu_nya_yg nya_yg_byorka
byorka,['byorka'],['byorka'],['byorka'],['byorka'],,
ge malah dukung brojka darpada polisi,"['ge', 'malah', 'dukung', 'brojka', 'darpada', 'polisi']","['ge', 'malah', 'dukung', 'brojka', 'darpada', 'polisi']","['ge', 'malah', 'dukung', 'brojka', 'darpada', 'polisi']","['ge', 'dukung', 'brojka', 'darpada', 'polisi']",ge_malah malah_dukung dukung_brojka brojka_darpada darpada_polisi,ge_malah_dukung malah_dukung_brojka dukung_brojka_darpada brojka_darpada_polisi
gua tau ni suara siapa wkwkwk,"['gua', 'tau', 'ni', 'suara', 'siapa', 'wkwkwk']","['gua', 'tau', 'ni', 'suara', 'siapa', 'wkwkwk']","['gua', 'tau', 'ni', 'suara', 'siapa', 'wkwkwk']","['gua', 'tau', 'ni', 'suara', 'wkwkwk']",gua_tau tau_ni ni_suara suara_siapa siapa_wkwkwk,gua_tau_ni tau_ni_suara ni_suara_siapa suara_siapa_wkwkwk
kalau benar itu anak punk berarti polisi harus di reformasipayah betul,"['kalau', 'benar', 'itu', 'anak', 'punk', 'berarti', 'polisi', 'harus', 'di', 'reformasipayah', 'betul']","['kalau', 'benar', 'itu', 'anak', 'punk', 'berarti', 'polisi', 'haru', 'di', 'reformasipayah', 'betul']","['kalau', 'benar', 'itu', 'anak', 'punk', 'berarti', 'polisi', 'haru', 'di', 'reformasipayah', 'betul']","['anak', 'punk', 'polisi', 'haru', 'reformasipayah']",kalau_benar benar_itu itu_anak anak_punk punk_berarti berarti_polisi polisi_harus harus_di di_reformasipayah reformasipayah_betul,kalau_benar_itu benar_itu_anak itu_anak_punk anak_punk_berarti punk_berarti_polisi berarti_polisi_harus polisi_harus_di harus_di_reformasipayah di_reformasipayah_betul
bulls yit,"['bulls', 'yit']","['bull', 'yit']","['bull', 'yit']","['bull', 'yit']",bulls_yit,
diamdiam om ded recruit personal hackerkalau diliat dari senyum tertarik sepertinya,"['diamdiam', 'om', 'ded', 'recruit', 'personal', 'hackerkalau', 'diliat', 'dari', 'senyum', 'tertarik', 'sepertinya']","['diamdiam', 'om', 'ded', 'recruit', 'person', 'hackerkalau', 'diliat', 'dari', 'senyum', 'tertarik', 'sepertinya']","['diamdiam', 'om', 'ded', 'recruit', 'person', 'hackerkalau', 'diliat', 'dari', 'senyum', 'tertarik', 'sepertinya']","['diamdiam', 'om', 'ded', 'recruit', 'person', 'hackerkalau', 'diliat', 'senyum', 'tertarik']",diamdiam_om om_ded ded_recruit recruit_personal personal_hackerkalau hackerkalau_diliat diliat_dari dari_senyum senyum_tertarik tertarik_sepertinya,diamdiam_om_ded om_ded_recruit ded_recruit_personal recruit_personal_hackerkalau personal_hackerkalau_diliat hackerkalau_diliat_dari diliat_dari_senyum dari_senyum_tertarik senyum_tertarik_sepertinya
masa sekelas yg dikatakan cyber tdk bisa membedakan akun,"['masa', 'sekelas', 'yg', 'dikatakan', 'cyber', 'tdk', 'bisa', 'membedakan', 'akun']","['masa', 'sekela', 'yg', 'dikatakan', 'cyber', 'tdk', 'bisa', 'membedakan', 'akun']","['masa', 'sekela', 'yg', 'dikatakan', 'cyber', 'tdk', 'bisa', 'membedakan', 'akun']","['sekela', 'yg', 'cyber', 'tdk', 'membedakan', 'akun']",masa_sekelas sekelas_yg yg_dikatakan dikatakan_cyber cyber_tdk tdk_bisa bisa_membedakan membedakan_akun,masa_sekelas_yg sekelas_yg_dikatakan yg_dikatakan_cyber dikatakan_cyber_tdk cyber_tdk_bisa tdk_bisa_membedakan bisa_membedakan_akun
gw sampe berfikir jgn² anak cyber di polda itu,"['gw', 'sampe', 'berfikir', 'jgn²', 'anak', 'cyber', 'di', 'polda', 'itu']","['gw', 'samp', 'berfikir', 'jgn²', 'anak', 'cyber', 'di', 'polda', 'itu']","['gw', 'samp', 'berfikir', 'jgn²', 'anak', 'cyber', 'di', 'polda', 'itu']","['gw', 'samp', 'berfikir', 'jgn²', 'anak', 'cyber', 'polda']",gw_sampe sampe_berfikir berfikir_jgn² jgn²_anak anak_cyber cyber_di di_polda polda_itu,gw_sampe_berfikir sampe_berfikir_jgn² berfikir_jgn²_anak jgn²_anak_cyber anak_cyber_di cyber_di_polda di_polda_itu
cuma korban yang pengen naik pangkat,"['cuma', 'korban', 'yang', 'pengen', 'naik', 'pangkat']","['cuma', 'korban', 'yang', 'pengen', 'naik', 'pangkat']","['cuma', 'korban', 'yang', 'pengen', 'naik', 'pangkat']","['korban', 'pengen', 'pangkat']",cuma_korban korban_yang yang_pengen pengen_naik naik_pangkat,cuma_korban_yang korban_yang_pengen yang_pengen_naik pengen_naik_pangkat
polri makin jelek sama kelihatan ga bermutunya awokwok,"['polri', 'makin', 'jelek', 'sama', 'kelihatan', 'ga', 'bermutunya', 'awokwok']","['polri', 'makin', 'jelek', 'sama', 'kelihatan', 'ga', 'bermutunya', 'awokwok']","['polri', 'makin', 'jelek', 'sama', 'kelihatan', 'ga', 'bermutunya', 'awokwok']","['polri', 'jelek', 'ga', 'bermutunya', 'awokwok']",polri_makin makin_jelek jelek_sama sama_kelihatan kelihatan_ga ga_bermutunya bermutunya_awokwok,polri_makin_jelek makin_jelek_sama jelek_sama_kelihatan sama_kelihatan_ga kelihatan_ga_bermutunya ga_bermutunya_awokwok
polri kena outplay bjorka,"['polri', 'kena', 'outplay', 'bjorka']","['polri', 'kena', 'outplay', 'bjorka']","['polri', 'kena', 'outplay', 'bjorka']","['polri', 'kena', 'outplay', 'bjorka']",polri_kena kena_outplay outplay_bjorka,polri_kena_outplay kena_outplay_bjorka
bjorka ketawa lihat ini,"['bjorka', 'ketawa', 'lihat', 'ini']","['bjorka', 'ketawa', 'lihat', 'ini']","['bjorka', 'ketawa', 'lihat', 'ini']","['bjorka', 'ketawa', 'lihat']",bjorka_ketawa ketawa_lihat lihat_ini,bjorka_ketawa_lihat ketawa_lihat_ini
kalo udah ada bang teguh sudah di pastikan instansi yg gak beres,"['kalo', 'udah', 'ada', 'bang', 'teguh', 'sudah', 'di', 'pastikan', 'instansi', 'yg', 'gak', 'beres']","['kalo', 'udah', 'ada', 'bang', 'teguh', 'sudah', 'di', 'pastikan', 'instansi', 'yg', 'gak', 'bere']","['kalo', 'udah', 'ada', 'bang', 'teguh', 'sudah', 'di', 'pastikan', 'instansi', 'yg', 'gak', 'bere']","['kalo', 'udah', 'bang', 'teguh', 'pastikan', 'instansi', 'yg', 'gak', 'bere']",kalo_udah udah_ada ada_bang bang_teguh teguh_sudah sudah_di di_pastikan pastikan_instansi instansi_yg yg_gak gak_beres,kalo_udah_ada udah_ada_bang ada_bang_teguh bang_teguh_sudah teguh_sudah_di sudah_di_pastikan di_pastikan_instansi pastikan_instansi_yg instansi_yg_gak yg_gak_beres
puncak komedi indo padahal bjorka itu anak buah sambo,"['puncak', 'komedi', 'indo', 'padahal', 'bjorka', 'itu', 'anak', 'buah', 'sambo']","['puncak', 'komedi', 'indo', 'padah', 'bjorka', 'itu', 'anak', 'buah', 'sambo']","['puncak', 'komedi', 'indo', 'padah', 'bjorka', 'itu', 'anak', 'buah', 'sambo']","['puncak', 'komedi', 'indo', 'padah', 'bjorka', 'anak', 'buah', 'sambo']",puncak_komedi komedi_indo indo_padahal padahal_bjorka bjorka_itu itu_anak anak_buah buah_sambo,puncak_komedi_indo komedi_indo_padahal indo_padahal_bjorka padahal_bjorka_itu bjorka_itu_anak itu_anak_buah anak_buah_sambo
bangga ya bisa nangkep bjorkandak taunya bjorka palsu,"['bangga', 'ya', 'bisa', 'nangkep', 'bjorkandak', 'taunya', 'bjorka', 'palsu']","['bangga', 'ya', 'bisa', 'nangkep', 'bjorkandak', 'taunya', 'bjorka', 'palsu']","['bangga', 'ya', 'bisa', 'nangkep', 'bjorkandak', 'taunya', 'bjorka', 'palsu']","['bangga', 'ya', 'nangkep', 'bjorkandak', 'taunya', 'bjorka', 'palsu']",bangga_ya ya_bisa bisa_nangkep nangkep_bjorkandak bjorkandak_taunya taunya_bjorka bjorka_palsu,bangga_ya_bisa ya_bisa_nangkep bisa_nangkep_bjorkandak nangkep_bjorkandak_taunya bjorkandak_taunya_bjorka taunya_bjorka_palsu
bjorka itu akun anak buah sambo ga perlu repot2 dicari,"['bjorka', 'itu', 'akun', 'anak', 'buah', 'sambo', 'ga', 'perlu', 'repot2', 'dicari']","['bjorka', 'itu', 'akun', 'anak', 'buah', 'sambo', 'ga', 'perlu', 'repot2', 'dicari']","['bjorka', 'itu', 'akun', 'anak', 'buah', 'sambo', 'ga', 'perlu', 'repot2', 'dicari']","['bjorka', 'akun', 'anak', 'buah', 'sambo', 'ga', 'repot2', 'dicari']",bjorka_itu itu_akun akun_anak anak_buah buah_sambo sambo_ga ga_perlu perlu_repot2 repot2_dicari,bjorka_itu_akun itu_akun_anak akun_anak_buah anak_buah_sambo buah_sambo_ga sambo_ga_perlu ga_perlu_repot2 perlu_repot2_dicari
gen boomer gaptek bikin gebrakan bukan presisi malah blunder,"['gen', 'boomer', 'gaptek', 'bikin', 'gebrakan', 'bukan', 'presisi', 'malah', 'blunder']","['gen', 'boomer', 'gaptek', 'bikin', 'gebrakan', 'bukan', 'presisi', 'malah', 'blunder']","['gen', 'boomer', 'gaptek', 'bikin', 'gebrakan', 'bukan', 'presisi', 'malah', 'blunder']","['gen', 'boomer', 'gaptek', 'bikin', 'gebrakan', 'presisi', 'blunder']",gen_boomer boomer_gaptek gaptek_bikin bikin_gebrakan gebrakan_bukan bukan_presisi presisi_malah malah_blunder,gen_boomer_gaptek boomer_gaptek_bikin gaptek_bikin_gebrakan bikin_gebrakan_bukan gebrakan_bukan_presisi bukan_presisi_malah presisi_malah_blunder
waduhh jgn terlalu jujur dah bang pengen ngakak terus,"['waduhh', 'jgn', 'terlalu', 'jujur', 'dah', 'bang', 'pengen', 'ngakak', 'terus']","['waduhh', 'jgn', 'terlalu', 'jujur', 'dah', 'bang', 'pengen', 'ngakak', 'teru']","['waduhh', 'jgn', 'terlalu', 'jujur', 'dah', 'bang', 'pengen', 'ngakak', 'teru']","['waduhh', 'jgn', 'jujur', 'dah', 'bang', 'pengen', 'ngakak', 'teru']",waduhh_jgn jgn_terlalu terlalu_jujur jujur_dah dah_bang bang_pengen pengen_ngakak ngakak_terus,waduhh_jgn_terlalu jgn_terlalu_jujur terlalu_jujur_dah jujur_dah_bang dah_bang_pengen bang_pengen_ngakak pengen_ngakak_terus
terorin aja bobrokan sistem keamanan siber polri biar tau bahwa anak bangsa ini lebih dijagoin ketimbar tim saber yang katanya tukang rekayasa kasus wkwkwkwkwkwkwkwkwk,"['terorin', 'aja', 'bobrokan', 'sistem', 'keamanan', 'siber', 'polri', 'biar', 'tau', 'bahwa', 'anak', 'bangsa', 'ini', 'lebih', 'dijagoin', 'ketimbar', 'tim', 'saber', 'yang', 'katanya', 'tukang', 'rekayasa', 'kasus', 'wkwkwkwkwkwkwkwkwk']","['terorin', 'aja', 'bobrokan', 'sistem', 'keamanan', 'siber', 'polri', 'biar', 'tau', 'bahwa', 'anak', 'bangsa', 'ini', 'lebih', 'dijagoin', 'ketimbar', 'tim', 'saber', 'yang', 'katanya', 'tukang', 'rekayasa', 'kasu', 'wkwkwkwkwkwkwkwkwk']","['terorin', 'aja', 'bobrokan', 'sistem', 'keamanan', 'siber', 'polri', 'biar', 'tau', 'bahwa', 'anak', 'bangsa', 'ini', 'lebih', 'dijagoin', 'ketimbar', 'tim', 'saber', 'yang', 'katanya', 'tukang', 'rekayasa', 'kasu', 'wkwkwkwkwkwkwkwkwk']","['terorin', 'aja', 'bobrokan', 'sistem', 'keamanan', 'siber', 'polri', 'biar', 'tau', 'anak', 'bangsa', 'dijagoin', 'ketimbar', 'tim', 'saber', 'tukang', 'rekayasa', 'kasu', 'wkwkwkwkwkwkwkwkwk']",terorin_aja aja_bobrokan bobrokan_sistem sistem_keamanan keamanan_siber siber_polri polri_biar biar_tau tau_bahwa bahwa_anak anak_bangsa bangsa_ini ini_lebih lebih_dijagoin dijagoin_ketimbar ketimbar_tim tim_saber saber_yang yang_katanya katanya_tukang tukang_rekayasa rekayasa_kasus kasus_wkwkwkwkwkwkwkwkwk,terorin_aja_bobrokan aja_bobrokan_sistem bobrokan_sistem_keamanan sistem_keamanan_siber keamanan_siber_polri siber_polri_biar polri_biar_tau biar_tau_bahwa tau_bahwa_anak bahwa_anak_bangsa anak_bangsa_ini bangsa_ini_lebih ini_lebih_dijagoin lebih_dijagoin_ketimbar dijagoin_ketimbar_tim ketimbar_tim_saber tim_saber_yang saber_yang_katanya yang_katanya_tukang katanya_tukang_rekayasa tukang_rekayasa_kasus rekayasa_kasus_wkwkwkwkwkwkwkwkwk
