,text_cleaned,label
629,eu sei onde bjorka está,netral
630,ilmu lebih berharga dari pada uang mengajarkan adalah salah satu amal yg tidak terputus pengajar baik menghasilkan murid suhu angkatlah aku jadi muridmu begitulah kira kirahijihihi,netral
631,parcok hanya ada di negri dongeng jangankan biorka yang sekilnya tingkat dewa mau tangkap silvester aja mata kelabakan betul2 ladusing film india,negatif
632,jadi inget zaman nonton bob dulu,netral
633,bener harus di encrypt,netral
634,akhirnya podcast om ded mencapai 2kvideo,netral
635,polisi modal scroll2 daong,negatif
636,ladusing salah tangkap kebanggan rakyat kebanggaan jendral,negatif
637,bjorka emang salah apa dia cm memebrikan fakta ke rakyat klo penerintah slama ini dna bnyk merugikan,negatif
638,bjorka emang salah apa dia cm memebrikan fakta ke rakyat klo penerintah slama ini dna bnyk merugikan,negatif
639,kurang dari 24 jam penontonya udah 17 juta,netral
640,aku sih cukup kasih senyuman aja karena hal kaya gini kan udah umum sejak zaman dulu,netral
641,paling viral 2025 emang dipegang 𝐡𝒂𝙣𝑠𝘪𝘱𝘴𝒍0𝘵 kebanyakan dari kami dapat cuuan gede,negatif
642,ganti pemimpin om ded di polisi,netral
643,ganyampe aja bang pemikiran orangorang atas mah,negatif
644,tadinya kirain cemen stand up comedy indonesia itu wkwkwk,netral
645,jadi semoga kalian paham apa kinerja ormas itu,netral
646,lawakan apa lagi hadehhh,netral
647,pengalihan isu ijasah palsu,negatif
648,bang belajar ginian dichanel apa,netral
649,berharap ap seeeh kalian sama polisi wkwkwwkwk,negatif
650,malu gk lu polisi,negatif
651,polisi emg suka ngelawak,negatif
652,polisi bikin malu indonesia aja,negatif
653,polisinya suruh sekolah dulu,negatif
654,kyk film accountant yg jadi adeknya ben affleck hacker anak berkebutuhan khusus autis dan keren tonton deh filmnya,netral
655,plotwisnya dia bjorka,netral
656,pengalihan isu doang ituj bjorka kw,negatif
657,plot twisnya beliau sendiri bjorkanya,netral
658,itulah ketololan pemerintah indonesia,negatif
659,bjorka dia bukan legend tapi cuma gimmick anonim saja saat muncul ada yang claim nangkep saya auto gak percaya kalau mau sebaiknya tanyakan bapak ngelahirin yaitu budie arie mantan komdigi,negatif
660,kenapa gak sama pacekomputer aja heheh,negatif
661,nangkep siapa maling aja ketangkep warga suruh lepas,negatif
662,polisi bisa nangkep hacker zonk rekayasa kasus yoiiiii,negatif
663,hanya menutupi malu aja itu,negatif
664,wkwkwkwkw,netral
665,polisi terinspirasi dr kasus salah tangkapnya pegi vina yg penting cepattpi tdk tepat,negatif
666,hidup pegasus terkutuklah koruptor,netral
667,kasuss apa yang sedang ditutupi pemerintah,netral
668,siapa setuju polisi saiber di pecat dan gaji mereka beri pada heker terbaik bangsa kan lebih berguna hemat untuk apa memelihara orang yang cum liat komputer menunggu ada laporan saja terus salah tangkap,negatif
669,abang teguh ngunyah ap sih tiap ngomong penasaran gue,netral
670,percaya akun atas nma bjorka sbodoh itu kh,netral
671,apakah bjiorka itu merugikan masyrakat indonesia,netral
672,polisi mah aib maaf ya,negatif
673,prosesnya belajar kat gnakel irad rajaleb,netral
674,punya polisi gini amat rakyat indonesia cemas,negatif
675,kalo udah ilmu kelas tinggi mah isilop bisa apa bisanya receh aja dan dipake buat meres masyarakat polisi indonesia bener gak ada namanya begal rampok di banyakan bikin kasus cari duit 86 ngulur2 perkara supaya orang kesusahan akhirnya bayar lagu lama tapi terus makanya rakyat susah ekonomi jalan,negatif
676,saya orang awam d bidang it aja cuma ketawa geli liat pak pol nangkap bjorkawkwkwk,negatif
677,soal teknologi indonesia emang kalah dari india sih kek nya cmiiw,netral
678,polisi tidak salah tangkap dia menangkap situs yg buat kriminal sapapun namanya tetap di itu bjorka,negatif
679,dedi c lg nyari2 info byorka kyky bgtu gak sihapa cuman saya aja yg brfikir,negatif
680,mantulll sejuta,netral
681,menyedihkan kemapuan aparat nampakhasil kerjanya,netral
682,suruh nyari motor ilang aja gk ketemu sok2an ngaku nangkep bjorkakan lawak,negatif
683,reuploader dianggap hacker itu namanya keblinger adalah tersesat atau keliru seperti sesat pikir salah langkah tidak paham istilah ini sering digunakan dalam frasa pinter yang merujuk pada orang berilmu karena terlalu mengagungkan kepintarannya terjebak oleh hawa nafsu dan pandangan sempit,netral
684,bjorka itu brojak,netral
685,4925 alat2 buatan israelhahahahudah masuk buat hacking,netral
686,hidup dan terlahir di negri konoha ini emang isinya dongen pemerintah membadut yang jujur bekopeten singkirkan bukan malah mewadahi mejadikan seseorang punya keahlian jadikan team untuk memperkuat negara ketegasan baik hukum keadilan sosial selur rakyat hanya omong kosong belaka berduit berpangkat tidak berkompeten korupsi dll lindungi pelihara klo demo viral minta maaf klarifikasikelar,negatif
687,info aje bjorka adalah ebel cobra,netral
688,binus,netral
689,di indonesia hacker itu dianggap kriminalitas tapi terpakai diluar negeri gaess knpa ga gunakan untuk pemerintahan you know isi nya orang berduit lewat dalam ataupun keluarga kerabat terdekat,negatif
690,janganjangan bjorka adalah pak jokowi,netral
691,wao di sensor mukenye,negatif
692,bang teguh ajari saya dulu suka hack fb temen,netral
693,kesian udah salah tangkep bjorka nya lagi ngopi di warkop ngakak ngeliat beritanya wkwkwkwk,negatif
694,jangan pada terkecoh ini masalah bjorka ketangkap mana salah lagi nutupin mbg banyak yang ke racun,negatif
695,tangkap bandar2 judol aja kelabakan apalagi orang top ini payah,negatif
696,558 dunguu emangg,netral
697,pokoknya yg pernah urusan masalah sama oknum polisi pasti tau kelakuannya gmnsudah bukan rahasia lagi,negatif
698,emang dodol dasar seragam coklat mending gak usah diumumkan deh klo nangkap hacker kan ketauan bego nya,negatif
699,pak baju coklat lagi bikin drama india forum bjorca masih aktif tuh yg mana ditangkap,negatif
700,pengalihan isu doang itu bjorka,negatif
701,polda di pertanyaan integritas pekerjaannya kalo ampe salah tangkep abis dong ni kena kode etik,netral
702,kentang,netral
703,biar ada jalan naik pangkat,netral
704,group listio sigit ini cuma pintar main boneka ajing yang pakai remot sebenarnya orang lapor polisi malah di tangkap sama jadi bagaimana ya,negatif
705,org2 pemerintan kan sampah ya uda pasti link2 dan vendor2nya lahsesimple itu,netral
706,request coba bongkar anggota polri korup,netral
707,koplaaxxx,netral
708,cara berfikir pemerintah indonesia terlalu jahiliyah,negatif
709,mereka berpikir bisa membodohi rakyat dengan nangkep bjorka lite versi kw mer boomer tuwir minimal tuh dipake wkwkwk,negatif
710,cybersecurity indonesia tu spt cctv cuman bisa mantau doank no handling,negatif
711,berharap apa sih sama lulusan sma di seragamin,netral
712,wa gb,netral
713,klo sama dedi harus hati bicara dia suka ngejebak,netral
714,bjorka lagi ngomongin opss,netral
715,yakin tuh byorka hahahaha,netral
716,1 hal yang pasti polisi nangkep bjorka itu adalah paling gk akan bisa indonesia lakukan dan cuma orang bodoh kemaren percaya berhasil kalo masih ada yg gue tabok tuh,negatif
717,intinya dari podcast ini orangdi pemerintahan ngk bisa dan tidak mau merangkul masyarakat yang,netral
718,negara mah cm mw melihara tikusdr pd hecker,netral
719,bjorka di tangkapbjorka nya langsung bisa update status,negatif
720,om ded pinter bet ngulik nya mulai dari pertanyaan kenal bjorka sampai chat ke komunitas paka aplikasi apa wkwkk keren,netral
721,saya pernah saat dia ngasih uang ga balikin lagi mayan tambahin berapa puluh bisa narik 100 waktu itu kere2nya,netral
722,yang di tangkap kemarin itu kelompok penyebar sms mama minta pulsa asal sulawesi karena sana pusat nya,netral
723,dari podcast ini kita tahu bahwa di indonesia banyak orang yg pinter tapi pemerintah aja gblok gamau bimbing mereka biar bisa bikin sistem lebih kuat,negatif
724,bjorka tidak segampang itu ferguso,netral
725,kirain depo 20k bakal zonk di ga 𝐑𝐔𝐃a 𝐇𝐎 ki eh malah kasih 37jt,negatif
726,kirain depo 20k bakal zonk di ga 𝐑𝐔𝐃a 𝐇𝐎 ki eh malah kasih 37jt,negatif
727,member baruga 𝐑𝐔𝐃a 𝐇𝐎 ki nih gak nyangka langsung dikasih hoki,netral
728,biasa polisikan suka ngadalin masyarakat mereka pikir masih bisa di kadalin si coklat,negatif
729,bjorka asli mungkin saya,netral
730,baru joinga 𝐑𝐔𝐃a 𝐇𝐎 ki eh langsung disambut sceter hitam manis,netral
731,baru gabung langsung hoki bonus dapet jepe pun jalan ga 𝐑𝐔𝐃a 𝐇𝐎 ki thebast broo,netral
732,suka banget kontennya apalagi ga 𝐑𝐔𝐃a 𝐇𝐎 ki,netral
733,iseng daftar ga 𝐑𝐔𝐃a 𝐇𝐎 ki eh malah meledak 15jt bikin kaget,negatif
734,kreatif banget idenya ga 𝐑𝐔𝐃a 𝐇𝐎 kikeren parah,netral
735,member baru ga 𝐑𝐔𝐃a 𝐇𝐎 ki langsung jepe fix sih bukan sekedar mimpi,netral
736,benerbener video yang bikinga 𝐑𝐔𝐃a 𝐇𝐎 ki semangat hidup lagi,netral
737,lucunya,netral
738,spin 3x langsung meledug gila sih ga 𝐑𝐔𝐃a 𝐇𝐎 ki,netral
739,baru join udah ngerasain sensasi per cuan an ga 𝐑𝐔𝐃a 𝐇𝐎 ki luar biasa der,netral
740,salut gak cuma hiburan tapi juga ada pesannya ga 𝐑𝐔𝐃a 𝐇𝐎 k,negatif
741,energinya positif banget ga 𝐑𝐔𝐃a 𝐇𝐎 ki jadi ikutan happy,netral
742,seru banget videonya gak bosen nonton ga 𝐑𝐔𝐃a 𝐇𝐎 k,netral
743,member baruga 𝐑𝐔𝐃a 𝐇𝐎 ki nih gak nyangka langsung dikasih hoki,netral
744,yg pelakunya jelas aja g ditangkap eh sok nangkep,negatif
745,konten kalau bener tahu ngotennya ntar bantu dong tangkepkasih data² fakta²nya biar nggak meresahkan ini pemilik channel juga ni punya pangkat katanya polisi di kadalin cuman ditulis ditubnail doang trs apa manfaatnya oh iya loe dpt adsense viewer yg sbnrnya disini,netral
746,undang yang juara dunia memperbaiki iphone dong om,netral
747,ketika rakyat sudah melek tp pak pol msh pake slogan yg jadul kerja,negatif
748,gue aja om rama fufufafa,negatif
749,pengalihan kah ada kasus gede,negatif
750,hi tec menghina politikus teruslah serakah tanpa sadar para koruptor,netral
751,rata anak jago itu pernah belok,netral
752,guh jgn sering dah main sama si botak tkt nya lu di jebak,negatif
753,aca orang india makin mendunia,netral
754,2820 jaman deface web nongolin nama gede kasih email awkwkwkwk jadi kangen masa main di forum hnc sekarang malah tukang repost shitposting,netral
755,kalau polisi pinter pakai cyber buat memberantas judol,negatif
756,dr awal berita ini muncul di tv gua udh nebak semua rakyat indonesia raya sangat paham dan mengerti kinerja polri ya wow amazingbravo tni,netral
757,apa negara gk merasa rugi,netral
758,wkwkwkwkmakan tuh anak punk malu nya senusantara,negatif
759,gak bisa kena sql injection bagaimana ratarata website instansi pakai code igniter anjoi,negatif
760,polisi jaman skrg bnyk makan micinjadi selalu salah tangkap,negatif
761,dulu ada anak sma buat app hack yg dponya interpol asal hsu itu coba di masukin ke divisi cyber tuh,netral
762,coba bahas bagaimana polisi nangkep orang yg bikin rugi bandar judol,negatif
763,selama ini negara membiayai orang2 bodoh untuk bekerja,netral
764,saya kemaren pernah komen di berita mana lupa itu yang tangkep orang tumbalkan untuk kepentingan tertentu,netral
765,bjorkaaa bocorin dong anggota polri yg ngemplang pinjol ada nggak,netral
766,hahaha,netral
767,ada data valid lulusan teknologi 80 persen pengangguran,netral
768,kasihan orang yang salah tangkap pasti dia di gebukin dulu sama polisi,negatif
769,dengar klaim polisi nangkap bjorka saya tertawa ngakakdah gtu aja,negatif
770,udeh gw duga polisi sering bngt bgtu tuh salah tangkep kocak,negatif
771,kasus orang thailand kemarin yg kerja damkar eksis ladusing babi kan klo gw malu bgt kek gitu,negatif
772,kenapa semua ini bisa terjadi karena standard penerimaan pekerja adalah ijazah,netral
773,binus keren,netral
774,yiippiiee kayeeeeee mother fcr,netral
775,pengen belajar hacking cyber securitysapa mau ngajarin,netral
776,diberita katanya anak yatim piatu yg di tangkap sumber tribunnews,negatif
777,full nonton tanpa skip² daging semua,netral
778,biar mereka dapat uang dari yang nyuruh tangkep cepat selesai tugasnya terus tidur lagi,netral
779,apakah ini yg bikin berseliweran di komentar sosmed kalo titik terendah manusia adalah ketika jadi polisi kocak bgt orang2,negatif
780,adakah yg nonton d sini polisi malu ngga sihh,negatif
781,orang pintar di indonesia banyak tapi gak bhole hadir asal ada org tangkap,negatif
782,lagian bjorka itu harus nya di kasih jabatan orang seperti seatu hari nanti pasti akan butuh kan seharus pemerintah dan polri mikir kalo negara indonesia ini gak berantakan tidak ada semua juga sudak muak atas tingkah kalian pejabat polisi,netral
783,undang bapak bahlil donk mau tau isi kepala nya,netral
784,bjirla kwkwkw,netral
785,jangankan hacker koruptor di depan matanya aja diamkan pura tidak tau rakyat laporan dipedulikan jika ada uang sekarang mereka malas kerja masa harus pakai ojol dijalanan sungguh waras lagi,negatif
786,polisi di tertawa kan sama dedy corbuzier,negatif
787,biorka menggunakan teknik anonimitas yang kuat,netral
788,kata goblok ngena ke kpk dan polisi,negatif
789,sebuah puncak keberhasilan jiwa hacker adalah buka suara mas teguh sudah melewati itu guys,netral
790,njir makin malu keliatan gak becus aja tuh salah nagkep lagi,negatif
791,semua orang bisa bikin dgn nama akun bjorka lha yg ni kocak kyk beli kucing dalam karung,netral
792,faktanya anak indonesia cerdastapi kenapa di susah cari kerja,negatif
793,,netral
794,nama alatnya pegazus,netral
795,bjorka menurut saya dia bukan nasionalis hanya parasit yg memanfaatkan kelemahan sistem pertahanan data pemerintah selebihnya jadi buzzer,netral
796,bingung komdigi ngurusin jualbeli hp pke pmilikan kaya bkpb ajjudol gaberes mlah pemain ditangkap yg merugikan bandar lawakk,netral
797,mestinya para hacker dipanggil mabes untuk melatih bagian cyber biar lebih pinter dan mereka di beri honor yg pantas says kira mau klo demi kebaikan negara,netral
798,omded kalo teman mu pasti ada yg jadi polisi kan tolong sampaikan sama dia suruh kerja gitu apa lagi polantas ngatur macet gak mau nilang nomor 1 bjorka udah usah di tangkap biarin aja,negatif
799,sering salah tangkap,negatif
800,ram ampass 4gb firewall software doang gratisan boro pake yg fisik fortigate processor core i3 psu dual 1 dipake liat b0k3p bukan buat backup baru assalamualaikum digempa in ddos udh geterrr panas sgtu aja mending gak mleduk yaitulahh konoha spek cpu kantor server interface enskripsi patch update authentikasi molorr kocaggg,negatif
801,org² pintar itu ancaman bagi para pemerintah korup fakta,netral
802,monitor,netral
803,ini cuma pandangan saya apakah bjorka atau kelompok hacker berusaha mempermalukan instansi kepolisian ngga sih,netral
804,2745 sama dengan seorang guru penembak mengajari muridnya agar menjadi yg handal tentu ada potensi akan jadi pembunuh tapi tsb dapat dikurangi seleksi,netral
805,keliatan banget tong kosong nya partai cokelat ini,netral
806,mas teguh,netral
807,1217 carding waktu dulu rame grup nya di fb banyak orang jual barang hasil bule2 sekarang lebih privat agak susah carinya,netral
808,podcast penuh sindiran tajam untuk negara yg komedi,netral
809,undang pak ono om ded dia juga pakar ahli,netral
810,saya lihat di fb bjorka mirip sm jokowi kalo edit,netral
811,dedy corbuzier danantara bjorka terdengar bagus ide,netral
812,,netral
813,bjorka asli sdah meretas rek seluruh pimpinan polisi indonesia dan data itu benar semua gendut jlskn siapa mafia di dlm ngara ini polri mendapat penghargaan no satu ewor dunia kapolri pling jahat,netral
814,vegasus itu mahal bngt ga semua orang bisa beli pertanyaan nya pemerintah kita pake blum,netral
815,ni yg nyinyir ama anak korban mbg ya,negatif
816,ya beginilah kalau masuk polisi hasil jual sawah gini jadinya ngelawak,negatif
817,di podcast ini isinya secara garis besarnya dalam hal it polisi konoha itu pekok,negatif
818,ni orang indonesia pinter bgt buktinya banyak yg jadi hacker,negatif
819,3717 ternyata yang dimaksud serangan disini adalah kunjungan akses websitnya tp diubah jadi seolah olah diserang hhhhh biar keren,netral
820,faktanya real indonesia perlindungan data sngat rendah dan gmpang diretas ini fakta yg saya dapet dari suami kk ipar baru masuk jdi it asn ada celah mudah ditembus tapi atas²nya diam ketika di komplain malah dijadikan ladang bagibagi kue klau itu dinaikan ke pusat supaya dana turun buat alasan perbaikan padahal tdk diperbaiki bawah2 jadi malas untk buka kekurangan sedihnya para boomernya ngerti cara pakai excel word alias gaptek,netral
821,ati bg jangan terlalu jujur ntr dtanya ame polisi apelagi yg nnya pinter,negatif
822,nangkap silfester sama ngungkap ijzah jokowi ja gak mampu gimna bjorka gk jelas,negatif
823,si paling teknologi pamer robot pintar ehh masih kalah sama hacker bisa di bodohi,negatif
824,bjorka gg,netral
825,kenapa harus punk ada masalah apa sama,netral
826,yang ngobrol sama bang dedi itu kebnal temannya bjorka hehehe,netral
827,podcast om dedy menurut saya yang isi nya daging smua podcas sama orang ini doang part 2 dulu 1 juga aku tonton smpe habis yakin bjorka nonton,netral
828,hmmm begitu,netral
829,setelah ini ada yg naik jabatan pasti,netral
830,mungkin di polri ada juga yang pinter bidang hacking cuma ga punya jabatan lainnya yaaa tau lah instansi negara ini belum optimal dalam pemberdayaan sdm nya padahal anggarannya lho itu apalagi peta dihantui intrik dan politik semoga aja semakin baik,negatif
831,motor ilang aja gk ktemuhebat kali kl bisa nangkep bjorka,negatif
832,sy lebih percaya kalo polisi tugasnya cuman foto langsung pulang,negatif
833,ini yang gw suka darii om dedy gk takut siapa btw nama fidionya saya percaya polisi sala tangkapp itu anak punk bukan bjorkaa,netral
834,kalau bjorka baca komen2 ini pls kontak gw anak kepingin jadi hacker mentor nya,netral
835,polisi kok bisa kalah sama bocah lulusan smp kocakk,negatif
836,mbg gimana,netral
837,instansi baduttgak guna abisin anggaran doang,negatif
838,bang teguh aprianto angkat aku jadi muridmu suhu,netral
839,kl aku fans taqi alhmdulillah bukan dr selera soping nya gak kuat denger woi jd,netral
840,bjorka lagi nonton padcast ini sambil makan bakso plus ngerokok dji sam soe,netral
841,salah karena dikepolisian kurang sdm yg bener2 bagus maklumlah masuk kepolisian nyogok semua dr tahun 1997,negatif
842,bjorka tolong mintak data nya orang siapa aja foto ktp sama selfie mau di pakek pinjol,netral
843,,netral
844,semoga keluar orang yg sebenernya nama bjorka,netral
845,boro bjorka tangkap fufufafa aja gk bisa,negatif
846,perlu pembuktian otentik bahwa yang ditangkap itu bjorka tangkap aja dulu dua orang jelas sdh menjadi target nasional baru omong yanglain,negatif
847,dua kata lucu bjorka ketangkep,netral
848,coklat mau sok sokan lawan heker tmn gw aja jadi dia musti bayar 100 jt dan karena ga kuliah pas juga skripsi nya yang jokiin pawan hengker,negatif
849,sekelas mabes kocakasal nangkap orang,negatif
850,ini yang bikin rakyat tidak percaya polisi,negatif
851,karena di indonesia yang pinter gak dipake lebih milih rekan dekat atau sanak saudara tidak punya kapabilitas,netral
852,aura disuruh ngehack akun instagram kuat banget,netral
853,nah kan bener feeling gua,netral
854,indonesia negara terbodoh didunia saya orang mengakui itu,netral
855,anonimus di tangkep,netral
856,bener itu temen gue jga hbis kena tipu dari apk tele yang di suruh kerja dan d kasih tfan pertama yg punya akun akhirnya gw jebakannya tf sampai nialainnya lebih 90 jtan,netral
857,yang aneh bjorka punya akun igwkwkwkwk,netral
858,nih orang tengil tapi jago cuk,netral
859,4342 namanya sirekap bang gw salah satu tim it yang bertugas sebagai kpps rutin tiap pemilu cupu banget aplikasinya,netral
860,om ded bisa undang trex nggak,netral
861,salah tangkap judulnya,negatif
862,kerja di negri ini gak cari orang pintar,negatif
863,wow gua dulu pake whatsapp mod lgi,netral
864,kompleksitas suatu serangan siber tidak diukur dari kemampuan untuk masuk tetapi terdeteksi selama dan setelah aksi tersebut berlangsung,negatif
865,5515 klo di apple ada app mirip2 kek gitu namanya watchchat saya make ini buat watch dan uniknya kt konek ke wa hp jika buka chat watchnya ttp sttsnya blm jadi enak readbaca masuk via karena seolah2 baca wkwkwkwkwk,netral
866,gelooo sihhh,netral
867,sok nak nangkep hacker nangkap penipu online aja gak becul,negatif
868,makin kesini kocak aja kelakuan si coklat sekolahin coba bang ded biar serius dikit,negatif
869,konoha tu membuka kasus untuk menutupi jadi gak bakal di ferivikasi slu,negatif
870,karya anak bangsa,netral
871,menurut saya byorka ini tidak bahaya buat masyarakattp lebih untuk instansi pemerintah yang gak ada gunanyawkwkwkw,netral
872,hacker itu dibutuhkan bukan di musuhi tinggal pemerintah memberi motifasi yang positif bagian dari keilmuan,netral
873,om dedklo mau nanya² hal sperti ini mending ga usah di podkesjf keliatan pinternya gw nonton ampe selesai tp nemu satupun hiburan atau daging nyaapalagi conclusion,netral
874,programmerny males bng encrypt decrypt wkwkwk,netral
875,polisi riwayatmu kini,negatif
876,di indo ga butuh org sehat dan berbakat berskillldi badut pelawak masuk apa harus pake duit duitemang kapitalis semua rakyat ind,negatif
877,cara ngomong nya berkelas banget bang,netral
878,di tangkap biar naik pangkat lah dengan iming imingin itu bjorka padahal orang dalam polisi wkwkwk ga lama juga hilang dia lolos penjara,negatif
879,buat bapakbapak pulisi yang nangkep sebelum mendingan upgrade dulu ilmu komputernya dah atau rekrut orangorang ahli it nya bener biar gak pada malumaluin zaman sekarang tuh pinterpinter pak melek teknologi seniorseniornya ratarata alumni warnet tiputipu model orde baru udah mempan mah informasi bisa didapat dengan sekali klik kebohongan dalam bentuk apapun pasti tahu,netral
880,baru kali ini nonton podcast tanpa skip sedetikpun,netral
881,polisi kliatan bgt gk guna wkwk,netral
882,mesir tidak memakai teknologi beruntung ya,netral
883,polisi adalah nama lain dari mafia di daerah ku sangat miris untuk urusan keamananpengamanan memang benar mereka hanya membuat laporan dengan berfoto setelah lansung kembali ke kantor main catur atau hp sampai jam piket selesai melayani kalo ada uang sopoi,negatif
884,bjorka itu bukan satu orang jadi kalau dikatain salah tangkap sebenarnya untuk memposisikan polisi masih ada lain dalam sindikat ini jangan mudah diprovokasi,negatif
885,bjorka pun tertawa melihat pak pol di tv dan sosial media,negatif
886,namanya juga polisi kalo tidak salah tangkep ya bukan 62 kan prestasi yg di negara kita cuman tangkepmangkanya klo ada harus dukung karena itu bakat mereka,negatif
887,ga ada gunanya bela negara intinya,netral
888,1800 damn,netral
889,bjorka yang asli ketawa kecewa sih liat ini,netral
890,sadar saudara² dengan pengalihan isu kilang minyak yg meledak tetap perhatikan bahlildahludah,negatif
891,jangankan bjorka nyari fufufafa aja gkbisa,negatif
892,bjorka ketika indonesia bilang ketangkep udah yapping nya,netral
893,bro hatihati om dc itu pangkatnya tinggi lho,netral
894,yang ditangkap bjirrkak,netral
895,nah yang di blng kerjaan transfer duluan sama si penipuitu terjadi sudara aku sendirijadi dia itu paruh waktueh lamalama kita masuk kedalam sistem penipu utang banyak,netral
896,gw mkirnya giniapakah om ded sdang mmbuka jalan untuk polisi atau pmerintah,netral
897,polisi dagelan lucu,negatif
898,4923,netral
899,bjorka tertangkap polisi sudah merasa paling hebat gak taunya ternyata,negatif
900,lama saya malu jadi warga indonesia instansi pemerintahnya terlalu cerdas sampai di jadikan mainan sama si hecker sungguh luar binasa ini,negatif
901,wkwkaku anak buahnya,netral
902,jangan kan hacker nangkap jambret aja kesusahan polisi konoha mah,negatif
903,janganjangan bjorka itu elu bang,netral
904,masa bjorka tatapanya kosong itu yg ku amati dari pertama kali liat beritanya,netral
905,username admin password admin123 jebolah itu data,netral
906,kenapa anak punk gak yg lain,netral
907,gampang nangkep bjorka ya tapi kok masih bisa posting duh,negatif
908,karna ga ada prestasi selama ini ya mungkin butuh,netral
909,sepertinya saya pernah chattingan sama bjorka dan mengerjakan prooyek bersama sekitar 12 tahun yang lalu mungkin sekarang usianya 30,netral
910,saya liat orang alhamdulillah bisa kalau ga bahaya,netral
911,kayaknya besar kemungkinan gw tau siapa bjorka itu,netral
912,saran gw buat b jorka bongkar kasus korupsi yg di lakukan oleh segelintir oknumsebar luaskan,netral
913,bisa jadi dia bjorkanya,netral
914,sekarang hacker lebih tangguh karena bahasanya tak lagi c yang rumitmereka berbicara lewat java python dan teknologi masa depan aku yakin di balik tiap kode mudah ada kecerdasan besar mau tau beli ikan dulu sini nanti ak kasih,netral
915,aplikasi kesepakatan 2 orang yang kalau chat hanya mereka berdua tau habis itu hilang chatnya pernah download gara ferdy element bilang buatan dia jenis aplikasinya privat banget cocok dipake mafia sama buat selingkuh btw lupa nama apa ya,netral
916,institusi polisi kalau gk guna bubarkan aja keliatan banget bodohnya ingat km 50,negatif
917,gue seorang s1 manajemen informatika yg waktu kuliah hanya sampai kantin penyeselan selalu belakangan,netral
918,you,netral
919,hacker2 yg good n jago hacker rata2 punya kebutuhan khusus klu suka film lu nonton deh the accountant 2 di situ akan d lihatkan kemampuan spy digital mereka lebih hebat daripda lembaga departemen ahli sekalipun dan itu dunia nyata brooo,netral
920,,netral
921,nangkep aduan maling motor aja susah apalagi bjorka lawak,negatif
922,pak purnomo tolong kawannya yang nangkep bjorka dikondisikan nggeh,negatif
923,0915 ak pernah tapi malah mereka yang kerjain dan dapat ratusan ribu dari sangat puas bisa penipuan via telegram,netral
924,2552 no system is safe,netral
925,ada black hat indo tahun 2006 dia ngaktifin fitur gps di handheld nokia 6600,negatif
926,itu bjirka,netral
927,2830 tahu khan kenapa ga ada yang mau bantuin orang pemerintahan,netral
928,dari tahun 2000 udah ada kompetisi hacker,netral
929,koruptor diskusinya di server roblox pvrt aja wkwk aman ga si,netral
930,apakah kasus penangkapan bjorca palsu ini hanya sebagai pengalihan isu ya om det,netral
931,bener² negara konyol,netral
932,bjirka itu semacam anonymous jika di game cuma sekedar nickname,netral
933,dari sekian banyak komentar kok saya ngga liat ada dr cops ya atau yg kurang teliti baca hehe punten,netral
934,lokal pride asli indonesia tidak kekurangan orang yang cerdas tapi penguasanya saja malas untuk mengarahkan dan mendukung anaktersebut menjadi bagian dalam kemajuan membangun bangsa pemerintah sudah terlalu menganut sistem ekonomi industri ke china chinaan bulan lalu ada team reparasi ponsel borneo frasher juara dunia ajang cgc world cup 2025 diadakan di guangzhou tiongkok pada 17 september tim terdiri dari gume icolor atnan s diki arista gugum gumilar berhasil menyelesaikan perbaikan cpu waktu 5 jam 36 menit 19 detik menunjukkan kecepatan ketelitian,netral
935,jangankan nangkep bjorkangurus motor hilang aja susah,negatif
936,seru pembahasannya xml bg gung,netral
937,binus ga tuh disebut,netral
938,iya lagi,netral
939,itu silvester yang udah vonis aja gak bisa nangkepnya apalagi nangkep bjorka,negatif
940,nangkap bjorka ngungkap siapa akun fufufafa aja gabisa,negatif
941,bener bnget yg ketangkep cuma penjahat mesum atau paling jauh tau scammer disulawesi ini disebut sobis banyak banget kasusnya bang bahkan sudah jadi rahasia umum dan kasus bjorka mirip anonymous yang namanya dicontek n dipergunakan oleh orangorang pengen punya nama klo dibandingin sih lebih galak maaf bjork tapi aslinya si emang gila 2006 fitur gps hp nokia 6600 dia bisa aktif berfungsi di indonesia,netral
942,si boomer gak mau peliara talent muda karena takut bakal kegeser wkwk,netral
943,kenapa om dead gak pernah undang seorang penulisyang aktif membahas politik seperti tereliye jskhairen,netral
944,harapan polisi mau nangkap bjorka tapi yg di tangkap bjorciiinnn,negatif
945,yang kasus demo kemaren aja narapidana dijadiin tersangka lindes ojol,negatif
946,polisi indo mana bisa kerja sih,negatif
947,nah kan bener bukan mau z dikibulin kedua lebih pilih android ketimbang iphone berguna bagi yang kreatif dan enak berexpresi saat di root b saja cuman modal gengsi krn usa tapi g maximal gunanya,netral
948,biar di kira kerja aejujuran ae inilah penyebab mereka suka menaikan jabatannerima orang yg gak punya ilmu bidang tersebut giliran kita pinter tangkaplahapalah kek dpt ke untungan ilangkan itulah harus lindungin dr mafia,netral
949,bjorka ketawa smbil makan seblak,netral
950,karena ga ada prestasi selama ini mukin butuh kata² paling mantap,netral
951,kenapa bukan abang ini aja yg direkrut jadi polisi cyber buat cari si bjorka,negatif
952,ni kepolisian sengaja dikorbankan buat jd lucu2an se negara apa beneran kecele si,netral
