,text_cleaned,label
1173,prosesnya belajar kat gnakel irad rajaleb,
1174,punya polisi gini amat rakyat indonesia cemas,
1175,kalo udah ilmu kelas tinggi mah isilop bisa apa bisanya receh aja dan dipake buat meres masyarakat polisi indonesia bener gak ada namanya begal rampok di banyakan bikin kasus cari duit 86 ngulur2 perkara supaya orang kesusahan akhirnya bayar lagu lama tapi terus makanya rakyat susah ekonomi jalan,
1176,saya orang awam d bidang it aja cuma ketawa geli liat pak pol nangkap bjorkawkwkwk,
1177,soal teknologi indonesia emang kalah dari india sih kek nya cmiiw,
1178,polisi tidak salah tangkap dia menangkap situs yg buat kriminal sapapun namanya tetap di itu bjorka,
1179,dedi c lg nyari2 info byorka kyky bgtu gak sihapa cuman saya aja yg brfikir,
1180,mantulll sejuta,
1181,menyedihkan kemapuan aparat nampakhasil kerjanya,
1182,suruh nyari motor ilang aja gk ketemu sok2an ngaku nangkep bjorkakan lawak,
1183,reuploader dianggap hacker itu namanya keblinger adalah tersesat atau keliru seperti sesat pikir salah langkah tidak paham istilah ini sering digunakan dalam frasa pinter yang merujuk pada orang berilmu karena terlalu mengagungkan kepintarannya terjebak oleh hawa nafsu dan pandangan sempit,
1184,bjorka itu brojak,
1185,4925 alat2 buatan israelhahahahudah masuk buat hacking,
1186,hidup dan terlahir di negri konoha ini emang isinya dongen pemerintah membadut yang jujur bekopeten singkirkan bukan malah mewadahi mejadikan seseorang punya keahlian jadikan team untuk memperkuat negara ketegasan baik hukum keadilan sosial selur rakyat hanya omong kosong belaka berduit berpangkat tidak berkompeten korupsi dll lindungi pelihara klo demo viral minta maaf klarifikasikelar,
1187,info aje bjorka adalah ebel cobra,
1188,binus,
1189,di indonesia hacker itu dianggap kriminalitas tapi terpakai diluar negeri gaess knpa ga gunakan untuk pemerintahan you know isi nya orang berduit lewat dalam ataupun keluarga kerabat terdekat,
1190,janganjangan bjorka adalah pak jokowi,
1191,wao di sensor mukenye,
1192,bang teguh ajari saya dulu suka hack fb temen,
1193,kesian udah salah tangkep bjorka nya lagi ngopi di warkop ngakak ngeliat beritanya wkwkwkwk,
1194,jangan pada terkecoh ini masalah bjorka ketangkap mana salah lagi nutupin mbg banyak yang ke racun,
1195,tangkap bandar2 judol aja kelabakan apalagi orang top ini payah,
1196,558 dunguu emangg,
1197,pokoknya yg pernah urusan masalah sama oknum polisi pasti tau kelakuannya gmnsudah bukan rahasia lagi,
1198,emang dodol dasar seragam coklat mending gak usah diumumkan deh klo nangkap hacker kan ketauan bego nya,
1199,pak baju coklat lagi bikin drama india forum bjorca masih aktif tuh yg mana ditangkap,
1200,pengalihan isu doang itu bjorka,
1201,polda di pertanyaan integritas pekerjaannya kalo ampe salah tangkep abis dong ni kena kode etik,
1202,kentang,
1203,biar ada jalan naik pangkat,
1204,group listio sigit ini cuma pintar main boneka ajing yang pakai remot sebenarnya orang lapor polisi malah di tangkap sama jadi bagaimana ya,
1205,org2 pemerintan kan sampah ya uda pasti link2 dan vendor2nya lahsesimple itu,
1206,request coba bongkar anggota polri korup,
1207,koplaaxxx,
1208,cara berfikir pemerintah indonesia terlalu jahiliyah,
1209,mereka berpikir bisa membodohi rakyat dengan nangkep bjorka lite versi kw mer boomer tuwir minimal tuh dipake wkwkwk,
1210,cybersecurity indonesia tu spt cctv cuman bisa mantau doank no handling,
1211,berharap apa sih sama lulusan sma di seragamin,
1212,wa gb,
1213,klo sama dedi harus hati bicara dia suka ngejebak,
1214,bjorka lagi ngomongin opss,
1215,yakin tuh byorka hahahaha,
1216,1 hal yang pasti polisi nangkep bjorka itu adalah paling gk akan bisa indonesia lakukan dan cuma orang bodoh kemaren percaya berhasil kalo masih ada yg gue tabok tuh,
1217,intinya dari podcast ini orangdi pemerintahan ngk bisa dan tidak mau merangkul masyarakat yang,
1218,negara mah cm mw melihara tikusdr pd hecker,
1219,bjorka di tangkapbjorka nya langsung bisa update status,
1220,om ded pinter bet ngulik nya mulai dari pertanyaan kenal bjorka sampai chat ke komunitas paka aplikasi apa wkwkk keren,
1221,saya pernah saat dia ngasih uang ga balikin lagi mayan tambahin berapa puluh bisa narik 100 waktu itu kere2nya,
1222,yang di tangkap kemarin itu kelompok penyebar sms mama minta pulsa asal sulawesi karena sana pusat nya,
1223,dari podcast ini kita tahu bahwa di indonesia banyak orang yg pinter tapi pemerintah aja gblok gamau bimbing mereka biar bisa bikin sistem lebih kuat,
1224,bjorka tidak segampang itu ferguso,
1225,kirain depo 20k bakal zonk di ga 𝐑𝐔𝐃a 𝐇𝐎 ki eh malah kasih 37jt,
1226,kirain depo 20k bakal zonk di ga 𝐑𝐔𝐃a 𝐇𝐎 ki eh malah kasih 37jt,
1227,member baruga 𝐑𝐔𝐃a 𝐇𝐎 ki nih gak nyangka langsung dikasih hoki,
1228,biasa polisikan suka ngadalin masyarakat mereka pikir masih bisa di kadalin si coklat,
1229,bjorka asli mungkin saya,
1230,baru joinga 𝐑𝐔𝐃a 𝐇𝐎 ki eh langsung disambut sceter hitam manis,
1231,baru gabung langsung hoki bonus dapet jepe pun jalan ga 𝐑𝐔𝐃a 𝐇𝐎 ki thebast broo,
1232,suka banget kontennya apalagi ga 𝐑𝐔𝐃a 𝐇𝐎 ki,
1233,iseng daftar ga 𝐑𝐔𝐃a 𝐇𝐎 ki eh malah meledak 15jt bikin kaget,
1234,kreatif banget idenya ga 𝐑𝐔𝐃a 𝐇𝐎 kikeren parah,
1235,member baru ga 𝐑𝐔𝐃a 𝐇𝐎 ki langsung jepe fix sih bukan sekedar mimpi,
1236,benerbener video yang bikinga 𝐑𝐔𝐃a 𝐇𝐎 ki semangat hidup lagi,
1237,lucunya,
1238,spin 3x langsung meledug gila sih ga 𝐑𝐔𝐃a 𝐇𝐎 ki,
1239,baru join udah ngerasain sensasi per cuan an ga 𝐑𝐔𝐃a 𝐇𝐎 ki luar biasa der,
1240,salut gak cuma hiburan tapi juga ada pesannya ga 𝐑𝐔𝐃a 𝐇𝐎 k,
1241,energinya positif banget ga 𝐑𝐔𝐃a 𝐇𝐎 ki jadi ikutan happy,
1242,seru banget videonya gak bosen nonton ga 𝐑𝐔𝐃a 𝐇𝐎 k,
1243,member baruga 𝐑𝐔𝐃a 𝐇𝐎 ki nih gak nyangka langsung dikasih hoki,
1244,yg pelakunya jelas aja g ditangkap eh sok nangkep,
1245,konten kalau bener tahu ngotennya ntar bantu dong tangkepkasih data² fakta²nya biar nggak meresahkan ini pemilik channel juga ni punya pangkat katanya polisi di kadalin cuman ditulis ditubnail doang trs apa manfaatnya oh iya loe dpt adsense viewer yg sbnrnya disini,
1246,undang yang juara dunia memperbaiki iphone dong om,
1247,ketika rakyat sudah melek tp pak pol msh pake slogan yg jadul kerja,
1248,gue aja om rama fufufafa,
1249,pengalihan kah ada kasus gede,
1250,hi tec menghina politikus teruslah serakah tanpa sadar para koruptor,
1251,rata anak jago itu pernah belok,
1252,guh jgn sering dah main sama si botak tkt nya lu di jebak,
1253,aca orang india makin mendunia,
1254,2820 jaman deface web nongolin nama gede kasih email awkwkwkwk jadi kangen masa main di forum hnc sekarang malah tukang repost shitposting,
1255,kalau polisi pinter pakai cyber buat memberantas judol,
1256,dr awal berita ini muncul di tv gua udh nebak semua rakyat indonesia raya sangat paham dan mengerti kinerja polri ya wow amazingbravo tni,
1257,apa negara gk merasa rugi,
1258,wkwkwkwkmakan tuh anak punk malu nya senusantara,
1259,gak bisa kena sql injection bagaimana ratarata website instansi pakai code igniter anjoi,
1260,polisi jaman skrg bnyk makan micinjadi selalu salah tangkap,
1261,dulu ada anak sma buat app hack yg dponya interpol asal hsu itu coba di masukin ke divisi cyber tuh,
1262,coba bahas bagaimana polisi nangkep orang yg bikin rugi bandar judol,
1263,selama ini negara membiayai orang2 bodoh untuk bekerja,
1264,saya kemaren pernah komen di berita mana lupa itu yang tangkep orang tumbalkan untuk kepentingan tertentu,
1265,bjorkaaa bocorin dong anggota polri yg ngemplang pinjol ada nggak,
1266,hahaha,
1267,ada data valid lulusan teknologi 80 persen pengangguran,
1268,kasihan orang yang salah tangkap pasti dia di gebukin dulu sama polisi,
1269,dengar klaim polisi nangkap bjorka saya tertawa ngakakdah gtu aja,
1270,udeh gw duga polisi sering bngt bgtu tuh salah tangkep kocak,
1271,kasus orang thailand kemarin yg kerja damkar eksis ladusing babi kan klo gw malu bgt kek gitu,
1272,kenapa semua ini bisa terjadi karena standard penerimaan pekerja adalah ijazah,
1273,binus keren,
1274,yiippiiee kayeeeeee mother fcr,
1275,pengen belajar hacking cyber securitysapa mau ngajarin,
1276,diberita katanya anak yatim piatu yg di tangkap sumber tribunnews,
1277,full nonton tanpa skip² daging semua,
1278,biar mereka dapat uang dari yang nyuruh tangkep cepat selesai tugasnya terus tidur lagi,
1279,apakah ini yg bikin berseliweran di komentar sosmed kalo titik terendah manusia adalah ketika jadi polisi kocak bgt orang2,
1280,adakah yg nonton d sini polisi malu ngga sihh,
1281,orang pintar di indonesia banyak tapi gak bhole hadir asal ada org tangkap,
1282,lagian bjorka itu harus nya di kasih jabatan orang seperti seatu hari nanti pasti akan butuh kan seharus pemerintah dan polri mikir kalo negara indonesia ini gak berantakan tidak ada semua juga sudak muak atas tingkah kalian pejabat polisi,
1283,undang bapak bahlil donk mau tau isi kepala nya,
1284,bjirla kwkwkw,
1285,jangankan hacker koruptor di depan matanya aja diamkan pura tidak tau rakyat laporan dipedulikan jika ada uang sekarang mereka malas kerja masa harus pakai ojol dijalanan sungguh waras lagi,
1286,polisi di tertawa kan sama dedy corbuzier,
1287,biorka menggunakan teknik anonimitas yang kuat,
1288,kata goblok ngena ke kpk dan polisi,
1289,sebuah puncak keberhasilan jiwa hacker adalah buka suara mas teguh sudah melewati itu guys,
1290,njir makin malu keliatan gak becus aja tuh salah nagkep lagi,
1291,semua orang bisa bikin dgn nama akun bjorka lha yg ni kocak kyk beli kucing dalam karung,
1292,faktanya anak indonesia cerdastapi kenapa di susah cari kerja,
1293,,
1294,nama alatnya pegazus,
1295,bjorka menurut saya dia bukan nasionalis hanya parasit yg memanfaatkan kelemahan sistem pertahanan data pemerintah selebihnya jadi buzzer,
1296,bingung komdigi ngurusin jualbeli hp pke pmilikan kaya bkpb ajjudol gaberes mlah pemain ditangkap yg merugikan bandar lawakk,
1297,mestinya para hacker dipanggil mabes untuk melatih bagian cyber biar lebih pinter dan mereka di beri honor yg pantas says kira mau klo demi kebaikan negara,
1298,omded kalo teman mu pasti ada yg jadi polisi kan tolong sampaikan sama dia suruh kerja gitu apa lagi polantas ngatur macet gak mau nilang nomor 1 bjorka udah usah di tangkap biarin aja,
1299,sering salah tangkap,
1300,ram ampass 4gb firewall software doang gratisan boro pake yg fisik fortigate processor core i3 psu dual 1 dipake liat b0k3p bukan buat backup baru assalamualaikum digempa in ddos udh geterrr panas sgtu aja mending gak mleduk yaitulahh konoha spek cpu kantor server interface enskripsi patch update authentikasi molorr kocaggg,
1301,org² pintar itu ancaman bagi para pemerintah korup fakta,
1302,monitor,
1303,ini cuma pandangan saya apakah bjorka atau kelompok hacker berusaha mempermalukan instansi kepolisian ngga sih,
1304,2745 sama dengan seorang guru penembak mengajari muridnya agar menjadi yg handal tentu ada potensi akan jadi pembunuh tapi tsb dapat dikurangi seleksi,
1305,keliatan banget tong kosong nya partai cokelat ini,
1306,mas teguh,
1307,1217 carding waktu dulu rame grup nya di fb banyak orang jual barang hasil bule2 sekarang lebih privat agak susah carinya,
1308,podcast penuh sindiran tajam untuk negara yg komedi,
1309,undang pak ono om ded dia juga pakar ahli,
1310,saya lihat di fb bjorka mirip sm jokowi kalo edit,
1311,dedy corbuzier danantara bjorka terdengar bagus ide,
1312,,
1313,bjorka asli sdah meretas rek seluruh pimpinan polisi indonesia dan data itu benar semua gendut jlskn siapa mafia di dlm ngara ini polri mendapat penghargaan no satu ewor dunia kapolri pling jahat,
1314,vegasus itu mahal bngt ga semua orang bisa beli pertanyaan nya pemerintah kita pake blum,
1315,ni yg nyinyir ama anak korban mbg ya,
1316,ya beginilah kalau masuk polisi hasil jual sawah gini jadinya ngelawak,
1317,di podcast ini isinya secara garis besarnya dalam hal it polisi konoha itu pekok,
1318,ni orang indonesia pinter bgt buktinya banyak yg jadi hacker,
1319,3717 ternyata yang dimaksud serangan disini adalah kunjungan akses websitnya tp diubah jadi seolah olah diserang hhhhh biar keren,
1320,faktanya real indonesia perlindungan data sngat rendah dan gmpang diretas ini fakta yg saya dapet dari suami kk ipar baru masuk jdi it asn ada celah mudah ditembus tapi atas²nya diam ketika di komplain malah dijadikan ladang bagibagi kue klau itu dinaikan ke pusat supaya dana turun buat alasan perbaikan padahal tdk diperbaiki bawah2 jadi malas untk buka kekurangan sedihnya para boomernya ngerti cara pakai excel word alias gaptek,
1321,ati bg jangan terlalu jujur ntr dtanya ame polisi apelagi yg nnya pinter,
1322,nangkap silfester sama ngungkap ijzah jokowi ja gak mampu gimna bjorka gk jelas,
1323,si paling teknologi pamer robot pintar ehh masih kalah sama hacker bisa di bodohi,
1324,bjorka gg,
1325,kenapa harus punk ada masalah apa sama,
1326,yang ngobrol sama bang dedi itu kebnal temannya bjorka hehehe,
1327,podcast om dedy menurut saya yang isi nya daging smua podcas sama orang ini doang part 2 dulu 1 juga aku tonton smpe habis yakin bjorka nonton,
1328,hmmm begitu,
1329,setelah ini ada yg naik jabatan pasti,
1330,mungkin di polri ada juga yang pinter bidang hacking cuma ga punya jabatan lainnya yaaa tau lah instansi negara ini belum optimal dalam pemberdayaan sdm nya padahal anggarannya lho itu apalagi peta dihantui intrik dan politik semoga aja semakin baik,
1331,motor ilang aja gk ktemuhebat kali kl bisa nangkep bjorka,
1332,sy lebih percaya kalo polisi tugasnya cuman foto langsung pulang,
1333,ini yang gw suka darii om dedy gk takut siapa btw nama fidionya saya percaya polisi sala tangkapp itu anak punk bukan bjorkaa,
1334,kalau bjorka baca komen2 ini pls kontak gw anak kepingin jadi hacker mentor nya,
1335,polisi kok bisa kalah sama bocah lulusan smp kocakk,
1336,mbg gimana,
1337,instansi baduttgak guna abisin anggaran doang,
1338,bang teguh aprianto angkat aku jadi muridmu suhu,
1339,kl aku fans taqi alhmdulillah bukan dr selera soping nya gak kuat denger woi jd,
1340,bjorka lagi nonton padcast ini sambil makan bakso plus ngerokok dji sam soe,
1341,salah karena dikepolisian kurang sdm yg bener2 bagus maklumlah masuk kepolisian nyogok semua dr tahun 1997,
1342,bjorka tolong mintak data nya orang siapa aja foto ktp sama selfie mau di pakek pinjol,
1343,,
1344,semoga keluar orang yg sebenernya nama bjorka,
1345,boro bjorka tangkap fufufafa aja gk bisa,
1346,perlu pembuktian otentik bahwa yang ditangkap itu bjorka tangkap aja dulu dua orang jelas sdh menjadi target nasional baru omong yanglain,
1347,dua kata lucu bjorka ketangkep,
1348,coklat mau sok sokan lawan heker tmn gw aja jadi dia musti bayar 100 jt dan karena ga kuliah pas juga skripsi nya yang jokiin pawan hengker,
1349,sekelas mabes kocakasal nangkap orang,
1350,ini yang bikin rakyat tidak percaya polisi,
1351,karena di indonesia yang pinter gak dipake lebih milih rekan dekat atau sanak saudara tidak punya kapabilitas,
1352,aura disuruh ngehack akun instagram kuat banget,
1353,nah kan bener feeling gua,
1354,indonesia negara terbodoh didunia saya orang mengakui itu,
1355,anonimus di tangkep,
1356,bener itu temen gue jga hbis kena tipu dari apk tele yang di suruh kerja dan d kasih tfan pertama yg punya akun akhirnya gw jebakannya tf sampai nialainnya lebih 90 jtan,
1357,yang aneh bjorka punya akun igwkwkwkwk,
1358,nih orang tengil tapi jago cuk,
1359,4342 namanya sirekap bang gw salah satu tim it yang bertugas sebagai kpps rutin tiap pemilu cupu banget aplikasinya,
1360,om ded bisa undang trex nggak,
1361,salah tangkap judulnya,
1362,kerja di negri ini gak cari orang pintar,
1363,wow gua dulu pake whatsapp mod lgi,
1364,kompleksitas suatu serangan siber tidak diukur dari kemampuan untuk masuk tetapi terdeteksi selama dan setelah aksi tersebut berlangsung,
1365,5515 klo di apple ada app mirip2 kek gitu namanya watchchat saya make ini buat watch dan uniknya kt konek ke wa hp jika buka chat watchnya ttp sttsnya blm jadi enak readbaca masuk via karena seolah2 baca wkwkwkwkwk,
1366,gelooo sihhh,
1367,sok nak nangkep hacker nangkap penipu online aja gak becul,
1368,makin kesini kocak aja kelakuan si coklat sekolahin coba bang ded biar serius dikit,
1369,konoha tu membuka kasus untuk menutupi jadi gak bakal di ferivikasi slu,
1370,karya anak bangsa,
1371,menurut saya byorka ini tidak bahaya buat masyarakattp lebih untuk instansi pemerintah yang gak ada gunanyawkwkwkw,
1372,hacker itu dibutuhkan bukan di musuhi tinggal pemerintah memberi motifasi yang positif bagian dari keilmuan,
1373,om dedklo mau nanya² hal sperti ini mending ga usah di podkesjf keliatan pinternya gw nonton ampe selesai tp nemu satupun hiburan atau daging nyaapalagi conclusion,
1374,programmerny males bng encrypt decrypt wkwkwk,
1375,polisi riwayatmu kini,
1376,di indo ga butuh org sehat dan berbakat berskillldi badut pelawak masuk apa harus pake duit duitemang kapitalis semua rakyat ind,
1377,cara ngomong nya berkelas banget bang,
1378,di tangkap biar naik pangkat lah dengan iming imingin itu bjorka padahal orang dalam polisi wkwkwk ga lama juga hilang dia lolos penjara,
1379,buat bapakbapak pulisi yang nangkep sebelum mendingan upgrade dulu ilmu komputernya dah atau rekrut orangorang ahli it nya bener biar gak pada malumaluin zaman sekarang tuh pinterpinter pak melek teknologi seniorseniornya ratarata alumni warnet tiputipu model orde baru udah mempan mah informasi bisa didapat dengan sekali klik kebohongan dalam bentuk apapun pasti tahu,
1380,baru kali ini nonton podcast tanpa skip sedetikpun,
1381,polisi kliatan bgt gk guna wkwk,
1382,mesir tidak memakai teknologi beruntung ya,
1383,polisi adalah nama lain dari mafia di daerah ku sangat miris untuk urusan keamananpengamanan memang benar mereka hanya membuat laporan dengan berfoto setelah lansung kembali ke kantor main catur atau hp sampai jam piket selesai melayani kalo ada uang sopoi,
1384,bjorka itu bukan satu orang jadi kalau dikatain salah tangkap sebenarnya untuk memposisikan polisi masih ada lain dalam sindikat ini jangan mudah diprovokasi,
1385,bjorka pun tertawa melihat pak pol di tv dan sosial media,
1386,namanya juga polisi kalo tidak salah tangkep ya bukan 62 kan prestasi yg di negara kita cuman tangkepmangkanya klo ada harus dukung karena itu bakat mereka,
1387,ga ada gunanya bela negara intinya,
1388,1800 damn,
1389,bjorka yang asli ketawa kecewa sih liat ini,
1390,sadar saudara² dengan pengalihan isu kilang minyak yg meledak tetap perhatikan bahlildahludah,
1391,jangankan bjorka nyari fufufafa aja gkbisa,
1392,bjorka ketika indonesia bilang ketangkep udah yapping nya,
1393,bro hatihati om dc itu pangkatnya tinggi lho,
1394,yang ditangkap bjirrkak,
1395,nah yang di blng kerjaan transfer duluan sama si penipuitu terjadi sudara aku sendirijadi dia itu paruh waktueh lamalama kita masuk kedalam sistem penipu utang banyak,
1396,gw mkirnya giniapakah om ded sdang mmbuka jalan untuk polisi atau pmerintah,
1397,polisi dagelan lucu,
1398,4923,
1399,bjorka tertangkap polisi sudah merasa paling hebat gak taunya ternyata,
1400,lama saya malu jadi warga indonesia instansi pemerintahnya terlalu cerdas sampai di jadikan mainan sama si hecker sungguh luar binasa ini,
1401,wkwkaku anak buahnya,
1402,jangan kan hacker nangkap jambret aja kesusahan polisi konoha mah,
1403,janganjangan bjorka itu elu bang,
1404,masa bjorka tatapanya kosong itu yg ku amati dari pertama kali liat beritanya,
1405,username admin password admin123 jebolah itu data,
1406,kenapa anak punk gak yg lain,
1407,gampang nangkep bjorka ya tapi kok masih bisa posting duh,
1408,karna ga ada prestasi selama ini ya mungkin butuh,
1409,sepertinya saya pernah chattingan sama bjorka dan mengerjakan prooyek bersama sekitar 12 tahun yang lalu mungkin sekarang usianya 30,
1410,saya liat orang alhamdulillah bisa kalau ga bahaya,
1411,kayaknya besar kemungkinan gw tau siapa bjorka itu,
1412,saran gw buat b jorka bongkar kasus korupsi yg di lakukan oleh segelintir oknumsebar luaskan,
1413,bisa jadi dia bjorkanya,
1414,sekarang hacker lebih tangguh karena bahasanya tak lagi c yang rumitmereka berbicara lewat java python dan teknologi masa depan aku yakin di balik tiap kode mudah ada kecerdasan besar mau tau beli ikan dulu sini nanti ak kasih,
1415,aplikasi kesepakatan 2 orang yang kalau chat hanya mereka berdua tau habis itu hilang chatnya pernah download gara ferdy element bilang buatan dia jenis aplikasinya privat banget cocok dipake mafia sama buat selingkuh btw lupa nama apa ya,
1416,institusi polisi kalau gk guna bubarkan aja keliatan banget bodohnya ingat km 50,
1417,gue seorang s1 manajemen informatika yg waktu kuliah hanya sampai kantin penyeselan selalu belakangan,
1418,you,
1419,hacker2 yg good n jago hacker rata2 punya kebutuhan khusus klu suka film lu nonton deh the accountant 2 di situ akan d lihatkan kemampuan spy digital mereka lebih hebat daripda lembaga departemen ahli sekalipun dan itu dunia nyata brooo,
1420,,
1421,nangkep aduan maling motor aja susah apalagi bjorka lawak,
1422,pak purnomo tolong kawannya yang nangkep bjorka dikondisikan nggeh,
1423,0915 ak pernah tapi malah mereka yang kerjain dan dapat ratusan ribu dari sangat puas bisa penipuan via telegram,
1424,2552 no system is safe,
1425,ada black hat indo tahun 2006 dia ngaktifin fitur gps di handheld nokia 6600,
1426,itu bjirka,
1427,2830 tahu khan kenapa ga ada yang mau bantuin orang pemerintahan,
1428,dari tahun 2000 udah ada kompetisi hacker,
1429,koruptor diskusinya di server roblox pvrt aja wkwk aman ga si,
1430,apakah kasus penangkapan bjorca palsu ini hanya sebagai pengalihan isu ya om det,
1431,bener² negara konyol,
1432,bjirka itu semacam anonymous jika di game cuma sekedar nickname,
1433,dari sekian banyak komentar kok saya ngga liat ada dr cops ya atau yg kurang teliti baca hehe punten,
1434,lokal pride asli indonesia tidak kekurangan orang yang cerdas tapi penguasanya saja malas untuk mengarahkan dan mendukung anaktersebut menjadi bagian dalam kemajuan membangun bangsa pemerintah sudah terlalu menganut sistem ekonomi industri ke china chinaan bulan lalu ada team reparasi ponsel borneo frasher juara dunia ajang cgc world cup 2025 diadakan di guangzhou tiongkok pada 17 september tim terdiri dari gume icolor atnan s diki arista gugum gumilar berhasil menyelesaikan perbaikan cpu waktu 5 jam 36 menit 19 detik menunjukkan kecepatan ketelitian,
1435,jangankan nangkep bjorkangurus motor hilang aja susah,
1436,seru pembahasannya xml bg gung,
1437,binus ga tuh disebut,
1438,iya lagi,
1439,itu silvester yang udah vonis aja gak bisa nangkepnya apalagi nangkep bjorka,
1440,nangkap bjorka ngungkap siapa akun fufufafa aja gabisa,
1441,bener bnget yg ketangkep cuma penjahat mesum atau paling jauh tau scammer disulawesi ini disebut sobis banyak banget kasusnya bang bahkan sudah jadi rahasia umum dan kasus bjorka mirip anonymous yang namanya dicontek n dipergunakan oleh orangorang pengen punya nama klo dibandingin sih lebih galak maaf bjork tapi aslinya si emang gila 2006 fitur gps hp nokia 6600 dia bisa aktif berfungsi di indonesia,
1442,si boomer gak mau peliara talent muda karena takut bakal kegeser wkwk,
1443,kenapa om dead gak pernah undang seorang penulisyang aktif membahas politik seperti tereliye jskhairen,
1444,harapan polisi mau nangkap bjorka tapi yg di tangkap bjorciiinnn,
1445,yang kasus demo kemaren aja narapidana dijadiin tersangka lindes ojol,
1446,polisi indo mana bisa kerja sih,
1447,nah kan bener bukan mau z dikibulin kedua lebih pilih android ketimbang iphone berguna bagi yang kreatif dan enak berexpresi saat di root b saja cuman modal gengsi krn usa tapi g maximal gunanya,
1448,biar di kira kerja aejujuran ae inilah penyebab mereka suka menaikan jabatannerima orang yg gak punya ilmu bidang tersebut giliran kita pinter tangkaplahapalah kek dpt ke untungan ilangkan itulah harus lindungin dr mafia,
1449,bjorka ketawa smbil makan seblak,
1450,karena ga ada prestasi selama ini mukin butuh kata² paling mantap,
1451,kenapa bukan abang ini aja yg direkrut jadi polisi cyber buat cari si bjorka,
1452,ni kepolisian sengaja dikorbankan buat jd lucu2an se negara apa beneran kecele si,
1453,kasus receh aja ga bisa nuntasin kok nangkap hacker,
1454,1750 masuk akal,
1455,harus jika ada mempunyai kemampuan pinter atau jenius rangkul mereka jgn dimusuhi tetapi di arahkan dgn teknik apapun untuk,
1456,kata anak wabah anis yg pegang kunci surga katanya pintar juga imam mahdi jadi anisbjorka,
1457,gwa ga percaya sama ini orang dari podcast sebelumnya juga penjelasan beliau blunder trus skrang semua cerita ngarang serc nga ada tuh apa yg di katakannya adapun tapi sesuai,
1458,lah bang teguh ini bukannya jd tersangka yg kemarenan apa salah liat berita,
1459,550 akward nahan ketawa,
1460,kebanyakan sering pakai tersangka palsu sih,
1461,sorry to say soal talent² yg diabaikan pemerintah udah dari jaman kapan gw suarain bahkan si r hacker disinggung di podcast ini ditangkap interpol gue kenal deket sama karna sering ngumpul travelling bareng dulu nah dia itu otodidak bikin sc method carding jual ya memang selain pada waktu lg marak²nya dan 16shop emg gede banget kagak ada sedikitpun orang mau atau swasta paham kemampuan bisa diarahin ke mana indonesia sampai detik masih 2050 tahun ketinggalan utk level negara maju makanya mesti potong generasi tua² jadi pejabat ketum parpol diganti tunggu meninggal aja sih tinggal nunggu millenial gen z alpha pemimpin baru silakan ga terima tp fakta kalian tu beban peradaban,
1462,waduh 2 pusing kepala bos ku gimana ini,
1463,bjorka itu orang kaya raya,
1464,gua mh nyangkanya itu kayak pengaliahan isu doang tau sendiri kan kasus mbg lagi rame,
1465,podcast kilang mana,
1466,kl gue malu tuh ga perlu dihina memang sudah hina,
1467,bner kan dugaan gua yg ditangkep bukan bjorka wkwk,
1468,udah bener diem aja ga usah bergerak makin kelihatan kan bisa kerjanya lutchuu sekali ahh,
1469,wkwkw terlalu jujur 1745 1755 tapi iya lagi,
1470,ini cuman pengalihan issue aja polisi itu goblok gak mungkin bisa nangkep bjorka jangan mau di alihkan nya tetep kawal pembubaran dpr dan polri,
1471,kaya gen z,
1472,bayar nya lewat apa apakah tf rex duit kes klo harus bisa kelacak ada yg tau,
1473,maka nya nonton film how am i jadi kita tau sistem kelompok hacker itu bukan cuman orang yang jago dalam coding tapi ada peran masing,
1474,pengalihan isu lagi kah,
1475,judul byorca yg dibahas ngalor ngidul tetep semangat tim nya om ded,
1476,ini penangkapan hnya utk pngalihan isu aja atau parcok mmng tdk pnya skil d bdg siber,
1477,klau dlihat dari perlengkapan yg d pakai gk mungkin tp kalau dia bukan bjorka knp punya akun dan history ya,
1478,ya polisi bisa apa sih wkwkkwkwkw,
1479,amerika yg kiblatnya teknologi nangkep julian assange seorang diri aja susahnya minta ampun,
1480,om dedy naik dikit napa pertanyaannya ini kan soal ai sistem pertahanan negara geser satelit apa kek skrg itu yg dihadapi selain ancaman perubahan iklim tp juga cyber war pentagon udh ngomong,
1481,gloriglori bja onepiece,
1482,bantuin ngelaporin bug ke kpu malah di jemput polisi terindikasi korupsi dong nya ada kemungkinan sengaja manfaatin kalo gw jadi heker yg pernah korban pemerintah bakalan miskinkan itu akun2 para koruptor tebar kasus mereka keseluruh dunia biar tau,
1483,belajar yang pinter adikbiar nanti kalo dah besar gak jadi polisi,
1484,boro2 mau nangkep hacker judol aja kagak bisa sok an bjorka polisi di india emang kerja,
1485,ada hacker yg tujuannya ngehack karna cari kerjaan yang cuma buat beli barang² branded fomo kalau jaman dulu ini biasanya mintain data cc dari hacker² pro dotcodotapa kabar dot,
1486,niat bantu pemerintah jadi tersangka tau kan setidak pantas apa orang di atas sana emang harus direset,
1487,salah sasaran lagi kepolisian indonesia apa si ajg,
1488,4551,
1489,semakin yakin tuker kepala itu nyata adanya,
1490,bjorka kw8,
1491,itu rekayasa polisi emang krn mereka gak bisa tangkep yg asli,
1492,malunya sedunia kalau salah tangkap,
